Date/Time,Power,Wind_speed,Theoretical_power,Loss,x_com,y_com,T_1
2018-12-11 17:00:00,1243.8654320666665,7.233066921153333,1216.8991321879998,-26.96629987866666,3.8931444094090786,6.010971816587594,1297.8790725999997
2018-12-11 18:00:00,1189.8517915333332,7.120359776726667,1155.9418874206665,-33.90990411266665,3.760548288310225,5.968061574102193,1243.8654320666665
2018-12-11 19:00:00,1135.838151,7.0076526323,1094.9846426533331,-40.85350834666667,3.627952167211372,5.925151331616791,1189.8517915333332
2018-12-11 20:00:00,1081.8245104666664,6.894945487873333,1034.027397886,-47.79711258066666,3.4953560461125184,5.882241089131391,1135.838151
2018-12-11 21:00:00,1027.8108699333332,6.782238343446666,973.0701531186667,-54.740716814666655,3.3627599250136653,5.83933084664599,1081.8245104666664
2018-12-11 22:00:00,973.7972293999999,6.66953119902,912.1129083513333,-61.684321048666675,3.2301638039148117,5.7964206041605895,1027.8108699333332
2018-12-11 23:00:00,919.7835888666664,6.556824054593333,851.155663584,-68.62792528266667,3.097567682815958,5.753510361675188,973.7972293999999
2018-12-12 00:00:00,865.7699483333332,6.444116910166667,790.1984188166666,-75.57152951666667,2.964971561717105,5.710600119189787,919.7835888666664
2018-12-12 01:00:00,702.7598877166666,6.081449826499999,658.2307477333334,-44.52913998333332,2.527644475913592,5.526629404322701,865.7699483333332
2018-12-12 02:00:00,700.7150014333333,5.916857480833333,605.3162514833333,-95.39874995000002,2.0830830981920077,5.517487252609378,702.7598877166666
2018-12-12 03:00:00,364.3120854666667,4.994523445833333,350.22138391666664,-14.090701549999997,3.896290538105043,3.0915282454783615,700.7150014333333
2018-12-12 04:00:00,281.8771159,5.185307900000001,386.63153566666665,104.75441976666667,3.170469474055905,4.083851286567659,364.3120854666667
2018-12-12 05:00:00,250.3223699066667,5.468087832166667,550.9939087366666,300.67153883,3.7689280566135532,3.9237641473496616,281.8771159
2018-12-12 06:00:00,334.82858275,6.211530606,727.2947612166666,392.46617846666663,5.177121692958701,3.3148807611742654,250.3223699066667
2018-12-12 07:00:00,306.1736958833333,6.126268466333333,747.3561619666667,441.18246608333334,6.092840355605387,0.021441082733537776,334.82858275
2018-12-12 08:00:00,381.4238637333333,7.371975342333333,1197.5440597333334,816.120196,7.199934653433888,-1.5633731683812817,306.1736958833333
2018-12-12 09:00:00,301.26534780000003,6.9850514729999995,1022.9768151333334,721.7114673333334,6.386847211029426,-2.7345736707937056,381.4238637333333
2018-12-12 10:00:00,138.76567842,5.549150625833334,484.80459485,346.03891643,4.1647831041994,-3.635192783418565,301.26534780000003
2018-12-12 11:00:00,63.99378013166666,5.176576694,388.2147819,324.22100176833334,2.75877393716569,-4.233550321982854,138.76567842
2018-12-12 12:00:00,93.402960958,5.4739555358,462.62560748,369.222646522,0.4237362986093718,-5.412150174084276,63.99378013166666
2018-12-12 13:00:00,44.96197033,4.8186609745,294.72554205,249.76357172000002,1.5837821600887567,-4.550746460026129,93.402960958
2018-12-12 14:00:00,30.82840216975,4.5301702025,232.31773815,201.48933598025,-0.002143601796110478,-4.504617722436561,44.96197033
2018-12-12 15:00:00,225.38818615,6.606995026333333,869.8705258166666,644.4823396666667,-0.5531958890560408,-6.546714855979396,30.82840216975
2018-12-12 16:00:00,294.21261595,7.187641938666666,1109.5027810833333,815.2901651333333,-0.4583408236679083,-7.144511756060826,225.38818615
2018-12-12 17:00:00,244.95989989999998,6.024305820666666,647.1970839333334,402.23718403333334,0.025261177902121817,-6.0233457081597495,294.21261595
2018-12-12 18:00:00,78.07987022,4.3413828015,194.604292435,116.52442221500002,-1.8606286686040356,-3.7289324645586204,244.95989989999998
2018-12-12 19:00:00,45.592852592499995,3.85893350825,111.0626219525,65.46976936,-2.0163874325109603,-3.2738102257469874,78.07987022
2018-12-12 20:00:00,312.2749811666667,6.1163586775,688.7160791166667,376.44109795,-5.619071679049969,-2.3526464046533375,45.592852592499995
2018-12-12 21:00:00,375.75297036666666,7.393214066666666,1222.4852175833332,846.7322472166667,-6.929037972259786,-2.574254326563064,312.2749811666667
2018-12-12 22:00:00,381.3083801333333,7.1911643346666665,1107.2664203166667,725.9580401833333,-6.669504423875714,-2.669413001919269,375.75297036666666
2018-12-12 23:00:00,408.5274302166667,7.955706437333333,1527.3510576666667,1118.8236274499998,-7.290259358079723,-3.170961044062072,381.3083801333333
2018-12-13 00:00:00,378.3367156833333,6.5460875035,826.3871455499999,448.05042986666666,-6.032215593940649,-2.5329376461274324,408.5274302166667
2018-12-13 01:00:00,407.1524352833333,6.4238135021666665,784.2219626,377.06952731666667,-5.537720066111478,-3.2120346891259786,378.3367156833333
2018-12-13 02:00:00,683.5835571166667,6.818060716000001,939.2328751166666,255.649318,-5.758689890836824,-3.6472900908322092,407.1524352833333
2018-12-13 03:00:00,803.5149637999999,6.399688959333333,770.585431,-32.929532800000025,-5.575994265920784,-3.133621284546251,683.5835571166667
2018-12-13 04:00:00,1831.2315065,8.403330802833333,1798.9467971666666,-32.28470933333339,-8.020228790736974,-2.4700138201905477,803.5149637999999
2018-12-13 05:00:00,1949.0591836666665,8.726905822666666,1970.3760204999999,21.316836833333316,-8.521468410970128,-1.880834646533164,1831.2315065
2018-12-13 06:00:00,2376.6536661666664,9.677275498166667,2573.613202666667,196.9595365000001,-9.46565614051601,-2.008450620906648,1949.0591836666665
2018-12-13 07:00:00,2179.6081543333335,9.305222988166667,2337.917889,158.3097346666667,-9.23235298001063,-1.1371918047765417,2376.6536661666664
2018-12-13 08:00:00,2358.6751913333333,9.891736508500001,2703.344219833333,344.66902849999997,-9.85636860419153,-0.776044164957492,2179.6081543333335
2018-12-13 09:00:00,2327.911173666667,9.590148449166668,2518.3704916666666,190.45931800000008,-9.58781574941979,-0.16677713136565456,2358.6751913333333
2018-12-13 10:00:00,2187.7773438333334,9.150544007999999,2240.4808525,52.70350866666661,-9.127796890569405,-0.6304655710425854,2327.911173666667
2018-12-13 11:00:00,3001.751668166667,10.878595353,3180.511597666666,178.7599294999999,-10.796566172674012,-1.2651131264280344,2187.7773438333334
2018-12-13 12:00:00,3304.1398111666663,11.782694976666667,3472.5704198333333,168.43060866666656,-11.599537268339366,-2.0429070242998346,3001.751668166667
2018-12-13 13:00:00,3599.6796470000004,13.17846171,3598.6518355000003,-1.0278115000000223,-12.895562691162576,-2.6797966568523823,3304.1398111666663
2018-12-13 14:00:00,3308.9758708333334,12.263848305000002,3453.234511,144.25864016666665,-12.109202255536593,-1.8381641435898475,3599.6796470000004
2018-12-13 15:00:00,3602.628173833333,14.195318379999998,3600.0,-2.6281738333332214,-13.858727392109287,-2.9931501603436708,3308.9758708333334
2018-12-13 16:00:00,3602.4314778333332,14.892603396666667,3600.0,-2.4314778333333984,-14.840127346317113,-0.8685521366086162,3602.628173833333
2018-12-13 17:00:00,2283.986480766667,9.817880868833333,2432.6516304666666,148.66514969999994,-9.34343421790861,-2.743258596471309,3602.4314778333332
2018-12-13 18:00:00,550.651690678,5.8885306360000005,704.5731455600001,153.92145488200003,-5.116690152855375,0.8195708929015708,2283.986480766667
2018-12-13 19:00:00,536.3430073999999,5.094608148,565.9077473833333,29.56473998333335,-3.300579419768946,3.7054115148347235,550.651690678
2018-12-13 20:00:00,1418.208842,8.034840424833334,1558.8709013333334,140.6620593333333,-7.452340515900711,2.97450714521991,536.3430073999999
2018-12-13 21:00:00,1347.3921204666667,7.488675912166666,1282.6753459833333,-64.71677448333334,-7.38236616753488,0.008995146986298183,1418.208842
2018-12-13 22:00:00,2039.7625323333334,9.130325317333332,2226.2396089999997,186.47707666666656,-8.954628667353747,-1.7664836013830871,1347.3921204666667
2018-12-13 23:00:00,1645.1921388333333,8.396714766666667,1785.4298620000002,140.23772316666683,-8.24272746299123,-1.5618197187970917,2039.7625323333334
2018-12-14 00:00:00,842.51112875,6.794987439833334,928.82615555,86.31502680000001,-6.590686039983505,-1.5262196056734945,1645.1921388333333
2018-12-14 01:00:00,679.8118744,6.4680644670000005,831.9803976499999,152.16852325,-6.0263286057510195,-2.2429737457949432,842.51112875
2018-12-14 02:00:00,1382.8368328333333,8.1497713725,1623.4321911666666,240.59535833333328,-7.837608724103336,-2.2233338793333877,679.8118744
2018-12-14 03:00:00,798.7048238000001,6.8522610665,981.5168248499999,182.81200104999994,-6.825805359446517,0.1851297850729108,1382.8368328333333
2018-12-14 04:00:00,549.0153808666666,5.987633228333333,621.81590855,72.80052768333333,-5.908572779226632,-0.6893177466210804,798.7048238000001
2018-12-14 05:00:00,343.98438515,5.1484456855,390.25312123333333,46.268736083333316,-4.992677816818444,-1.1673678209324678,549.0153808666666
2018-12-14 06:00:00,484.61717225,5.913891315333333,602.9809040166666,118.36373176666666,-5.506194621664933,-2.0839477359394447,343.98438515
2018-12-14 07:00:00,1057.6150409333334,7.4435393014999995,1233.8992196666666,176.28417873333333,-7.310810711224586,-1.356435619367686,484.61717225
2018-12-14 08:00:00,686.8727671833334,6.351463953666666,774.2748376666667,87.40207048333333,-6.175589131493957,-1.4766738890976507,1057.6150409333334
2018-12-14 09:00:00,656.4164937333334,6.451843977,788.51580295,132.09930921666665,-6.109108372500088,-2.0216223870760515,686.8727671833334
2018-12-14 10:00:00,953.1708170166667,6.969589630666667,1004.6827429,51.51192588333333,-6.456601529596362,-2.6151732026105674,656.4164937333334
2018-12-14 11:00:00,1498.1714885000001,8.066822131666667,1578.8499823333332,80.67849383333332,-7.4180406194893065,-3.1563865872586363,953.1708170166667
